true,pred,confidence,text,reason
billing_problem,refund_request,0.292,"On or about XX/XX/XXXX, I deposited a check # XXXX in the amount of {$49000.00}. My fianc at the time asked me to send a wire transfer to a…",low confidence
other,delivery_issue,0.211,I already had a case open With Citibank and it was not resolved. They did not call once and when I called they closed it.,low confidence
refund_request,billing_problem,0.509,"I recently opened an Amazon Store credit card, issued through Synchrony Bank. About a week after opening the account, I was notified by Ama…",refund vs billing overlap
app_bug,refund_request,0.503,I filed a dispute on XX/XX/XXXX for a flight that I purchased on XX/XX/XXXX for {$500.00}. The flight was purchased through a third party w…,vague app wording
other,refund_request,0.276,Withdrew {$200.00} from Regions ATM on XXXX XXXX in XXXX TX on XX/XX/XXXX around XXXX XXXX  while waiting for a restaurant to open from one…,low confidence
app_bug,billing_problem,0.256,The Credit Card and checking account was opened in XX/XX/XXXX for my mother. I only had a P.O.A. that says no financial gains. A contract w…,vague app wording
billing_problem,other,0.229,"In XXXX, 2022, I received a letter from Bank Of America, XXXX XXXX XXXX, XXXX, DE XXXX via XXXX that had a statement "" We've made the decis…",low confidence
billing_problem,app_bug,0.269,To whom it may concern ; This statement is regarding internal reference number : XXXX The serial number on the phone used to make these pur…,refund vs billing overlap
billing_problem,refund_request,0.23,I have a CHIME account..I put XXXX on the card..they will not let me access account..I have called..I sent documentation requested and now …,low confidence
other,refund_request,0.399,I purchased shoes on the XXXX XXXX   through PayPal using my debit ( used as credit ) card One transaction was XXXX and one was XXXX.   I a…,low confidence
app_bug,billing_problem,0.344,"We are still owed {$1700.00} which was taken back out of our account, since we did provide the proof and documentation in a timely manner t…",refund vs billing overlap
app_bug,refund_request,0.688,I had a series of unrecognized transactions that I disputed. Chime denied my claim without even initiating chargebacks to the payments.   O…,refund vs billing overlap
other,billing_problem,0.221,"I have consistently tried to close my PayPal account -- -even writing a letter to the company and all I have gotten are "" canned comments '…",low confidence
other,delivery_issue,0.252,My name is XXXX XXXX and I entered a local bank to open a checking and savings account. I was told that I could not open those accounts bec…,vague app wording
refund_request,app_bug,0.264,I opened an account at the end of XXXX and set up direct deposit as required to qualify for the account opening bonus with US Bank. I've be…,weak delivery cues
refund_request,billing_problem,1.0,I am writing to formally file a complaint regarding multiple overdraft fees applied to my account. These fees were assessed despite having …,refund vs billing overlap
app_bug,billing_problem,0.48,"On XX/XX/2023, I had learned through my statements that I was being charged 1.6 % of my balance for "" Card Security '' payments that I did …",low confidence
other,refund_request,0.255,We hade a chase account & the closed down & never gave me back all my funds,low confidence
app_bug,refund_request,0.225,"XX/XX/year> I went inside the Chase branch in XXXX, Louisiana and deposited money into the ATM and it gave me an error receipt. Nobody has …",low confidence
app_bug,refund_request,0.302,on XX/XX/XXXX XXXX deposited a check of {$5000.00} in my Truist savings via mobile banking which got accepted but a hold was placed on it a…,vague app wording
other,refund_request,0.239,In XX/XX/2017 I opened coinbase ( https : //www.coinbase.com/ ) account to start investing in crypto currency.   Then I submitted XXXX sepa…,low confidence
other,refund_request,0.228,"On the XXXX of XX/XX/2022, i deposited {$100000.00} into my Comenity Direct now recently branded as Bread Savings in order to benefit from …",low confidence
delivery_issue,refund_request,0.418,"On Friday, XX/XX/2019 at XXXX XXXX, I wired {$4400.00} from the Western Union satellite location at XXXX XXXX  XXXX in XXXX, GA. I paid ext…",vague app wording
refund_request,billing_problem,0.319,The complaint is about Schwab Bank and its handling of the review of a fraudulent transaction charged to my checking account debit card.   …,refund vs billing overlap
app_bug,refund_request,0.342,We have a business checking account at Bank of Oklahoma under the name XXXXXXXX XXXX XXXX  XXXX. We have been a customer since XX/XX/XXXX a…,vague app wording
other,billing_problem,0.251,"On XX/XX/2023, I tried to make end of year donations with my Citibank ( rewards ) Master card. They did not go through. I called every XXXX…",low confidence
refund_request,app_bug,0.306,paypal.me/XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Immediate Dispute of Charges and Legal Violations** Dear Paypal / XXXX Customer…,refund vs billing overlap
billing_problem,app_bug,0.311,"To Whom It May Concern, I am writing to address a significant and ongoing issue with my XXXX account. My account has been locked due to a r…",low confidence
app_bug,refund_request,0.303,"Between XX/XX/year>, and XX/XX/year>, a total of 64 unauthorized transactions totaling {$4000.00} were debited from my checking account by …",low confidence
other,billing_problem,0.306,I have been in communication with the Target corporation since XX/XX/XXXX in an on-going question as to whether I was a victim of fraud. Af…,low confidence
other,app_bug,0.325,"My Google Ads account ( Customer ID : XXXX ) has been suspended for a vague "" suspicious payment '' issue. I have verified the payment meth…",low confidence
refund_request,billing_problem,0.428,I am writing to formally address a recurring issue with overdraft fees being charged to my account over an extended period. These fees have…,vague app wording
other,billing_problem,0.32,"Care credit closed my XXXX  limit credit card without any advance notice which not only severely damaged my credit rating/score, but caused…",vague app wording
other,app_bug,0.219,A friend owed me money and wanted to pay me in Bitcoin. I accepted a created a Coinbase account to receive the Bitcoin. I created this acco…,low confidence
delivery_issue,refund_request,0.236,I never received the right amount of money,weak delivery cues
delivery_issue,refund_request,0.255,"On XX/XX/XXXX @ XXXX, I deposited a check from my insurance company that was endorsed by myself, my husband, and our mortgage servicer for …",low confidence
billing_problem,refund_request,0.255,Me and my mother had a joint account with Wells Fargo. XXXX XXXX XXXX XXXX XXXX  XXXX and yet XXXX XXXX was taking out our account after sh…,low confidence
app_bug,refund_request,0.331,I have had a bank account with Wisely for over 3 years before this. I had lost my card and have locked the account but had to unlock for a …,low confidence
refund_request,billing_problem,0.326,I am filing this complaint regarding an unresolved claim with Navy Federal Credit Union ( NFCU ) that has now been pending for approximatel…,refund vs billing overlap
other,refund_request,0.253,My aunt passed away and I am her executor and Trustee. I notified them of her death and wish to close out the small retirement account. I h…,low confidence
refund_request,billing_problem,0.25,I paid my capital one credit card in full using my debit card on XXXX XXXX knowing I would have to have proof of a credit card when I picke…,low confidence
app_bug,refund_request,0.379,Someone hacked my account. I have XXXX XXXX They got into my online banking and sent {$300.00} to a XXXX account. I I filed a complaint wit…,refund vs billing overlap
billing_problem,app_bug,0.364,"My name is XXXX XXXX and i am filing a complaint against binance.us a subsidiary of BAM trading company inc. XXXX XXXX number is XXXX, i re…",vague app wording
billing_problem,refund_request,0.365,"XXXX  and I cancelled transactions with me on Friday, XX/XX/2020  because it was not used. They refunded two transactions to me in the amou…",low confidence
other,app_bug,0.387,"Dear Consumer Financial Protection Bureau, I am writing to file a formal complaint against Truist Bank regarding their prolonged holding of…",vague app wording
refund_request,billing_problem,0.363,My chime account has been charged twice for a XXXX account I do not have. It was charged once last year in the amount of {$100.00} and this…,refund vs billing overlap
delivery_issue,app_bug,0.247,"I was traveling to XXXX with friends the week of XX/XX/2023. While there, we utilized Venmo to pay each other for various excursions, at th…",low confidence
